demographic,earnings,order_earnings,change_earnings,earnings_hs,order_earnings_hs,change_earnings_hs,earnings_ba,order_earnings_ba,change_earnings_ba,earnings_aa,order_earnings_aa,change_earnings_aa,earnings_justice,order_earnings_justice,change_earnings_justice,earnings_race,order_earnings_race,change_earnings_race,earnings_comm,order_earnings_comm,change_earnings_comm,earnings_job_quality,order_earnings_job_quality,change_earnings_job_quality,earnings_job_training,order_earnings_job_training,change_earnings_job_training
White men+,12,20,0,12,20,0,12,22,0,12,20,0,12,20,0,12,20,0,13,12,1,12,24,0,13,17,1
White women+,3,27,0,3,24,0,3,27,0,3,27,0,3,27,0,3,27,0,3,26,1,3,22,1,3,25,0
Hispanic women,3,11,0,3,11,1,3,11,1,3,9,1,3,11,1,4,10,1,3,9,1,3,13,1,3,11,1
Black men,5,7,0,5,7,0,5,7,0,5,8,0,5,9,1,10,6,1,5,13,1,5,6,1,5,8,1
Hispanic women,2,5,0,2,5,0,2,5,0,2,5,0,2,5,0,3,6,1,2,5,1,2,3,1,2,4,1
Black men,4,14,0,4,14,0,4,14,0,6,8,1,4,16,-1,6,10,1,4,11,1,4,16,0,4,13,0
Black men,1,11,0,1,10,0,1,11,0,1,11,0,1,10,1,5,6,1,1,10,1,1,7,1,1,11,1
Hispanic men,3,2,0,6,10,1,3,2,0,3,2,0,3,2,0,2,2,-1,3,3,-1,3,3,1,3,2,1
Black men,5,8,0,5,8,0,5,8,0,5,9,0,5,10,1,9,11,1,5,14,0,5,7,0,5,9,1
Hispanic women,3,12,0,3,12,0,3,12,0,3,10,0,3,12,0,4,11,1,3,10,1,3,14,1,3,12,1
Hispanic women,5,4,0,5,4,0,5,4,0,5,5,0,5,4,0,8,3,1,5,4,0,5,6,1,5,4,1
Hispanic women,6,9,0,6,9,0,6,9,0,6,9,0,6,9,0,7,5,1,6,10,0,6,10,0,6,10,1
Hispanic men,10,4,0,10,3,0,10,4,0,10,4,0,10,4,0,11,3,1,10,3,0,10,4,1,10,4,1
White women+,7,16,0,7,18,0,7,16,0,7,17,0,7,16,0,7,16,0,7,18,0,7,24,0,7,20,0
White men+,8,22,0,8,25,0,8,22,0,8,25,0,8,22,0,8,22,0,8,27,1,9,25,1,8,23,1
Hispanic women,9,3,0,9,3,0,9,3,0,9,3,0,9,3,0,11,2,1,9,3,0,9,3,0,9,3,0
Black men,7,11,0,7,11,0,7,11,0,7,12,0,7,11,1,12,8,1,7,12,0,7,11,0,7,10,1
White men+,7,41,0,7,45,0,7,40,0,7,37,0,7,41,0,7,41,0,8,28,1,7,45,0,8,24,1
Hispanic women,2,6,0,2,6,1,2,6,1,2,6,1,2,6,1,3,7,1,5,5,1,3,15,1,3,13,1
Hispanic men,3,3,0,3,2,0,3,3,0,3,3,0,3,3,0,4,3,1,3,4,-1,3,4,0,3,3,0
Hispanic men,6,10,0,6,11,0,6,9,0,6,9,0,6,10,0,4,4,-1,6,9,-1,6,6,0,7,9,1
Hispanic men,5,3,0,5,3,0,5,3,0,5,3,0,5,3,0,5,3,1,5,3,1,5,2,0,5,2,0
Hispanic women,3,13,0,3,13,0,3,13,0,3,11,0,3,13,0,4,12,1,3,11,0,4,4,1,3,14,1
Hispanic women,3,14,0,3,14,0,3,14,0,3,12,0,3,14,0,7,6,1,3,12,0,4,5,1,3,15,1
White women+,4,51,0,4,55,0,4,49,0,4,48,0,4,51,0,4,51,0,4,46,0,4,46,1,4,47,1
White women+,2,46,0,2,39,0,2,46,0,2,46,0,2,46,0,2,46,0,2,43,0,2,44,1,2,46,1
Hispanic men,16,2,0,16,2,0,16,2,0,16,2,0,16,2,0,13,6,-1,16,2,1,16,2,0,16,2,0
Hispanic men,16,3,0,16,3,0,16,3,0,16,3,0,16,3,0,13,7,-1,16,3,1,16,3,0,16,3,0
White women+,5,40,0,5,42,0,5,39,0,5,38,0,5,40,0,5,40,0,5,44,1,5,44,0,5,43,0
White women+,16,7,0,16,7,0,16,7,0,16,7,0,16,7,0,16,7,0,16,7,0,16,7,0,16,8,0
White men+,10,25,0,10,25,0,10,24,0,10,24,0,10,25,0,10,25,0,11,27,1,10,28,0,11,28,1
White women+,9,23,0,9,23,0,9,24,0,9,23,0,9,23,0,9,23,0,9,25,0,9,22,0,9,21,0
White men+,8,23,0,8,26,0,8,23,0,9,26,1,8,23,0,8,23,0,8,29,0,9,26,1,9,23,1
Hispanic women,3,15,0,3,15,1,3,15,1,3,13,1,3,15,1,4,13,1,3,13,1,3,16,1,3,16,1
Hispanic women,9,4,0,9,4,0,9,4,0,9,4,0,9,4,0,11,3,1,9,4,1,10,3,1,9,4,1
Hispanic men,7,9,0,7,9,0,7,9,0,7,9,0,7,9,0,10,7,1,7,10,1,8,7,1,8,8,1
Black men,8,3,0,8,4,0,8,3,0,8,4,0,8,3,1,11,10,1,8,3,0,8,3,0,8,3,0
Black women,6,5,0,6,5,0,6,4,0,6,6,0,6,5,0,6,13,1,6,6,1,6,7,1,6,5,0
White women+,6,37,0,6,38,0,6,37,0,6,41,0,6,37,0,6,37,0,6,38,0,6,33,0,6,35,1
Black men,5,9,0,5,9,0,5,9,0,5,10,0,5,11,1,10,7,1,5,15,0,5,8,0,5,10,0
Hispanic women,4,7,0,4,7,1,4,7,1,4,7,1,4,7,1,2,5,-1,4,6,1,4,6,1,4,7,1
Hispanic women,3,16,0,3,16,0,3,16,0,3,14,1,3,16,0,4,14,1,3,14,1,3,17,1,3,17,1
White women+,11,15,0,11,15,0,11,16,0,11,15,0,11,15,0,11,15,0,11,16,0,11,16,0,11,19,0
White men+,21,12,0,21,12,0,21,12,0,21,12,0,21,12,0,21,12,0,21,12,0,21,12,0,21,12,0
Black men,16,1,0,16,1,0,16,1,0,16,1,0,16,1,1,21,1,1,16,1,0,16,1,0,16,1,0
White men+,20,3,0,20,3,1,20,3,1,20,3,1,20,3,1,20,3,1,20,3,1,20,3,1,20,3,1
White men+,16,5,0,16,5,0,16,6,0,16,5,0,16,5,0,16,5,0,16,5,0,16,4,0,16,6,0
Hispanic women,1,3,0,1,3,0,1,3,0,1,3,0,1,3,0,2,6,1,1,3,0,1,3,1,1,3,1
Hispanic men,4,5,0,4,5,0,4,5,0,4,5,0,4,5,0,6,5,1,4,5,1,4,6,1,4,6,1
Hispanic men,11,5,0,11,5,0,11,5,0,11,5,0,11,5,0,15,3,1,11,5,0,11,5,0,12,2,1
Black women,3,19,0,3,17,0,3,19,0,3,16,0,3,19,0,4,14,1,3,15,0,4,26,1,3,17,1
White men+,12,21,0,12,21,0,12,23,0,12,21,0,12,21,0,12,21,0,12,20,0,12,25,0,12,17,0
White men+,14,12,0,14,12,0,14,12,0,14,13,0,14,12,0,14,12,0,14,13,0,15,19,1,14,15,1
White men+,8,24,0,8,27,0,8,24,0,8,26,0,8,24,0,8,24,0,9,25,1,9,27,1,8,25,0
Hispanic women,3,17,0,3,17,0,3,17,0,3,15,0,3,17,0,5,5,1,3,15,0,4,7,1,3,18,1
Hispanic women,4,8,0,4,8,1,4,8,1,4,8,1,4,8,1,6,5,1,4,7,1,5,7,1,4,8,1
Hispanic women,4,9,0,4,9,0,4,9,0,4,9,0,4,9,0,4,15,1,4,8,1,4,8,1,4,9,1
Hispanic women,5,5,0,5,5,0,5,5,0,5,6,0,5,5,0,8,4,1,5,6,1,5,8,1,5,5,1
Hispanic women,3,18,0,3,18,0,3,18,0,3,16,0,3,18,0,3,8,1,3,16,1,3,18,0,3,19,0
Hispanic men,6,11,0,6,12,0,6,10,0,6,10,0,6,11,0,7,8,1,7,11,1,7,12,1,7,10,1
Hispanic men,16,4,0,16,4,0,16,4,0,16,4,0,16,4,0,15,4,-1,16,4,-1,16,4,0,16,4,0
Hispanic women,6,10,0,6,10,0,6,10,0,6,10,0,6,10,0,7,7,1,6,11,1,6,11,0,6,11,0
Hispanic women,5,6,0,5,6,1,5,6,1,5,7,1,5,6,1,5,6,1,5,7,1,5,9,1,5,6,1
Hispanic men,6,12,0,6,13,0,6,11,0,6,11,0,6,12,0,5,4,-1,6,10,1,6,7,1,6,8,1
Hispanic men,13,2,0,13,2,0,13,3,0,13,2,0,13,2,0,12,1,-1,12,1,-1,13,1,0,13,2,0
Hispanic men,8,6,0,8,6,0,8,6,0,8,6,0,8,6,0,11,4,1,8,6,1,9,3,1,8,9,1
Hispanic women,1,4,0,3,19,1,1,4,0,1,4,0,1,4,0,2,7,1,1,4,0,1,4,0,1,4,0
Hispanic men,3,4,0,3,3,0,3,4,0,3,4,0,3,4,0,3,1,-1,3,5,-1,3,5,0,3,4,0
Hispanic men,12,1,0,12,1,0,12,1,0,12,1,0,12,1,0,10,8,-1,11,6,-1,12,1,0,13,3,1
Hispanic women,6,11,0,6,11,1,6,11,1,6,11,1,6,11,1,6,6,1,6,12,1,6,12,1,6,12,1
White women+,6,38,0,6,39,0,6,38,0,6,42,0,6,38,0,6,38,0,6,39,0,6,34,0,6,36,0
Hispanic women,7,4,0,7,4,1,7,4,1,7,5,1,7,4,1,7,8,1,7,5,1,7,3,1,7,4,1
Hispanic men,4,6,0,4,6,0,4,6,0,4,6,0,4,6,0,6,6,1,4,6,1,4,7,0,4,7,1
White men+,2,5,0,2,4,0,2,5,0,2,5,0,2,5,0,2,5,0,2,4,1,2,3,1,2,3,1
White women+,8,16,0,8,17,0,8,16,0,8,16,0,8,16,0,8,16,0,8,15,0,8,19,0,8,15,0
Hispanic women,7,5,0,7,5,1,7,5,1,7,6,1,7,5,1,5,7,-1,7,6,1,8,3,1,7,5,1
White men+,9,25,0,9,24,1,9,24,1,9,27,1,9,25,1,9,25,1,10,25,1,9,28,1,10,23,1
White women+,4,52,0,4,56,0,4,50,0,4,49,0,4,52,0,4,52,0,4,47,1,4,47,1,4,48,1
White men+,11,25,0,11,26,0,11,24,0,11,26,0,11,25,0,11,25,0,11,28,0,11,22,0,11,29,0
White women+,2,47,0,2,40,0,2,47,0,2,47,0,2,47,0,2,47,0,2,44,1,2,45,0,2,47,0
White women+,6,39,0,6,40,0,6,39,0,6,43,0,6,39,0,6,39,0,6,40,0,6,35,0,6,37,1
White women+,4,53,0,4,57,0,4,51,0,4,50,0,4,53,0,4,53,0,4,48,1,4,48,1,4,49,1
White men+,8,25,0,8,28,0,8,25,0,8,27,0,8,25,0,8,25,0,8,30,0,8,32,0,8,26,0
White women+,6,40,0,6,41,0,6,40,0,6,44,0,6,40,0,6,40,0,6,41,0,6,36,0,6,38,0
White women+,2,48,0,2,41,0,2,48,0,2,48,0,2,48,0,2,48,0,2,45,0,2,46,0,2,48,1
White men+,6,46,0,6,45,0,6,46,0,6,46,0,6,46,0,6,46,0,6,48,0,6,39,0,7,49,1
White women+,2,49,0,2,42,0,2,49,0,2,49,0,2,49,0,2,49,0,6,42,1,2,47,0,2,49,0
White men+,13,13,0,13,15,0,13,13,0,13,12,0,13,13,0,13,13,0,13,13,0,13,12,0,14,16,1
White men+,9,26,0,9,25,0,9,25,0,9,28,0,9,26,0,9,26,0,9,26,1,9,29,0,9,24,0
Hispanic women,4,10,0,4,10,0,8,2,1,4,10,0,4,10,0,2,8,-1,4,9,1,4,9,1,4,10,1
White women+,4,54,0,4,58,0,4,52,0,4,51,0,4,54,0,4,54,0,4,49,0,4,49,1,4,50,1
White women+,11,16,0,11,16,0,11,17,0,11,16,0,11,16,0,11,16,0,11,17,0,11,17,0,11,20,0
White men+,8,26,0,8,29,0,8,26,0,9,29,1,8,26,0,8,26,0,8,31,0,9,30,1,8,27,1
White women+,16,8,0,16,8,0,16,8,0,16,8,0,16,8,0,16,8,0,16,8,0,16,8,0,16,9,0
White men+,15,18,0,15,18,0,15,17,0,15,18,0,15,18,0,15,18,0,15,18,0,15,20,0,15,18,0
White men+,10,26,0,10,26,1,10,25,1,10,25,1,10,26,1,10,26,1,10,26,1,10,29,1,11,30,1
White men+,6,47,0,6,46,0,6,47,0,6,47,0,6,47,0,6,47,0,6,49,0,6,40,0,6,39,1
White women+,6,41,0,6,42,0,6,41,0,6,45,0,6,41,0,6,41,0,6,43,0,6,37,0,6,39,0
White women+,6,42,0,6,43,0,6,42,0,6,46,0,6,42,0,6,42,0,6,44,0,7,25,1,6,40,1
White women+,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,1,1,2,1
White men+,9,27,0,9,26,0,9,26,0,9,30,0,9,27,0,9,27,0,9,27,0,9,31,0,10,24,1
White men+,12,22,0,12,22,0,12,24,0,12,22,0,12,22,0,12,22,0,12,21,0,12,26,0,12,18,0
Hispanic women,2,7,0,2,7,1,2,7,1,2,7,1,2,7,1,8,5,1,2,6,1,2,4,1,2,5,1
White men+,11,26,0,11,27,0,11,25,0,11,27,0,11,26,0,11,26,0,11,29,0,11,23,0,11,31,0
White women+,4,55,0,4,59,0,4,53,0,4,52,0,4,55,0,4,55,0,4,50,1,4,50,1,4,51,1
White women+,12,12,0,12,12,0,12,12,0,12,13,0,12,12,0,12,12,0,12,11,0,12,12,0,12,11,0
White men+,8,27,0,8,30,0,8,27,0,8,28,0,8,27,0,8,27,0,8,32,0,8,33,0,8,28,0
White men+,6,48,0,6,47,0,6,48,0,6,48,0,6,48,0,6,48,0,6,50,0,7,46,1,6,40,1
White men+,6,49,0,6,48,0,6,49,0,6,49,0,6,49,0,6,49,0,6,51,0,7,47,1,6,41,1
White women+,13,6,0,13,6,0,13,6,0,13,6,0,13,6,0,13,6,0,13,7,0,13,6,0,13,7,0
Hispanic women,3,19,0,3,20,0,3,19,0,3,17,0,3,19,0,3,9,1,3,17,1,3,19,1,3,20,1
White women+,5,41,0,5,43,0,5,40,0,5,39,0,5,41,0,5,41,0,5,45,1,5,45,0,5,44,-1
White women+,8,17,0,8,18,0,8,17,0,8,17,0,8,17,0,8,17,0,9,26,1,9,23,1,9,22,1
White women+,4,56,0,4,60,0,4,54,0,4,53,0,4,56,0,4,56,0,4,51,0,4,51,1,4,52,1
Hispanic women,1,5,0,3,21,1,1,5,0,1,5,0,1,5,0,2,9,1,1,5,0,1,5,1,1,5,1
Hispanic men,6,13,0,6,14,0,6,12,0,6,12,0,6,13,0,7,9,1,6,11,1,7,13,1,6,9,1
Hispanic men,9,2,0,9,2,0,9,2,0,9,3,0,9,2,0,11,5,1,9,3,1,9,4,0,10,5,1
Hispanic men,4,7,0,4,7,0,4,7,0,4,7,0,4,7,0,4,5,1,4,7,1,4,8,1,4,8,1
Hispanic men,6,14,0,6,15,0,6,13,0,6,13,0,6,14,0,8,2,1,6,12,1,6,8,1,6,10,1
Hispanic men,14,1,0,14,1,0,14,1,0,14,1,0,14,1,0,17,1,1,14,1,0,14,2,0,15,2,1
White men+,11,27,0,11,28,0,11,26,0,11,28,0,11,27,0,11,27,0,11,30,0,11,24,0,11,32,0
Hispanic women,5,7,0,5,7,1,5,7,1,5,8,1,5,7,1,6,7,1,6,13,1,5,10,1,5,7,1
White men+,12,23,0,12,23,0,12,25,0,12,23,0,12,23,0,12,23,0,12,22,0,13,13,1,12,19,0
White men+,5,35,0,5,33,0,5,35,0,5,35,0,5,35,0,5,35,0,6,52,1,5,31,0,5,32,0
White women+,6,43,0,6,44,0,6,43,0,6,47,0,6,43,0,6,43,0,6,45,0,6,38,0,6,41,1
White women+,15,4,0,15,4,0,15,4,0,15,4,0,15,4,0,15,4,0,15,4,1,15,4,0,15,3,0
Black men,3,29,0,6,6,1,3,29,0,3,26,0,3,28,1,6,11,1,3,28,1,3,31,1,3,31,1
White men+,9,28,0,9,27,0,9,27,0,9,31,0,9,28,0,9,28,0,9,28,1,9,32,0,9,25,1
White men+,9,29,0,9,28,0,9,28,0,9,32,0,9,29,0,9,29,0,9,29,1,9,33,0,9,26,-1
White women+,6,44,0,6,45,0,6,44,0,6,48,0,6,44,0,6,44,0,6,46,1,6,39,0,6,42,0
White women+,12,13,0,12,13,0,12,13,0,12,14,0,12,13,0,12,13,0,13,8,1,12,13,0,12,12,0
Hispanic women,7,6,0,7,6,0,7,6,0,7,7,1,7,6,0,8,6,1,7,7,1,7,4,1,7,6,1
White men+,6,50,0,6,49,0,6,50,0,6,50,0,6,50,0,6,50,0,6,53,1,6,41,1,6,42,1
White men+,6,51,0,6,50,0,6,51,0,6,51,0,6,51,0,6,51,0,7,44,1,7,48,1,6,43,1
Hispanic women,5,8,0,5,8,1,5,8,1,5,9,1,5,8,1,5,8,1,5,8,1,6,13,1,5,8,1
Hispanic men,5,4,0,5,4,0,5,4,0,5,4,0,5,4,0,8,3,1,5,4,1,5,3,1,5,3,0
Hispanic women,5,9,0,5,9,0,5,9,0,5,10,0,5,9,0,4,16,-1,5,9,1,6,14,1,5,9,1
Black men,2,16,0,5,10,1,2,15,0,2,15,0,2,13,1,6,12,1,2,10,1,3,32,1,2,14,1
Black women,8,3,0,8,3,0,8,4,0,8,3,0,8,3,0,9,4,1,8,3,0,8,4,0,8,4,0
White men+,9,30,0,9,29,0,9,29,0,9,33,0,9,30,0,9,30,0,9,30,0,9,34,0,9,27,1
White men+,17,5,0,17,5,0,17,7,0,17,5,0,17,5,0,17,5,0,17,6,0,17,5,0,17,4,0
White women+,4,57,0,4,61,0,4,55,0,4,54,0,4,57,0,4,57,0,4,52,0,4,52,0,4,53,0
Hispanic women,2,8,0,2,8,0,2,8,0,2,8,0,2,8,0,6,8,1,2,7,1,2,5,1,2,6,1
Hispanic women,3,20,0,3,22,0,3,20,0,4,11,1,3,20,0,4,17,1,3,18,1,3,20,0,3,21,0
Hispanic women,3,21,0,3,23,0,3,21,0,4,12,1,3,21,0,4,18,1,3,19,1,3,21,0,3,22,0
Hispanic men,6,15,0,6,16,0,6,14,0,6,14,0,6,15,0,9,7,1,6,13,1,6,9,0,6,11,1
Hispanic women,1,6,0,3,24,1,1,6,0,1,6,0,1,6,0,2,10,1,1,6,1,1,6,0,1,6,0
Hispanic men,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,6,7,1,5,5,-1,5,4,1,5,4,1
White women+,12,14,0,12,14,0,12,14,0,12,15,0,12,14,0,12,14,0,12,12,0,12,14,0,12,13,0
Hispanic men,3,5,0,3,4,0,3,5,0,3,5,0,3,5,0,4,6,1,3,6,-1,3,6,0,3,5,0
Hispanic men,6,16,0,6,17,0,6,15,0,6,15,0,6,16,0,9,8,1,7,12,1,6,10,0,7,11,1
White women+,8,18,0,8,19,0,8,18,0,8,18,0,8,18,0,8,18,0,8,16,1,8,20,1,8,16,0
White men+,3,17,0,3,16,0,3,17,0,3,17,0,3,17,0,3,17,0,3,16,1,3,13,0,3,13,1
White men+,12,24,0,12,24,0,12,26,0,12,24,0,12,24,0,12,24,0,12,23,0,12,27,0,12,20,0
White men+,12,25,0,12,25,0,12,27,0,12,25,0,12,25,0,12,25,0,12,24,0,12,28,1,12,21,0
Hispanic women,7,7,0,7,7,1,7,7,1,7,8,1,7,7,1,8,7,1,7,8,1,7,5,1,7,7,1
White women+,10,19,0,10,19,0,10,20,0,10,18,0,10,19,0,10,19,0,10,19,0,10,20,0,10,19,0
White women+,3,28,0,3,25,0,3,28,0,3,28,0,3,28,0,3,28,0,3,27,0,3,23,0,3,26,0
Hispanic men,11,6,0,11,6,0,11,6,0,11,6,0,11,6,0,13,8,1,11,7,0,11,6,1,11,5,0
White men+,10,27,0,10,27,0,10,26,0,10,26,0,10,27,0,10,27,0,10,27,1,10,30,0,10,25,0
White men+,6,52,0,6,51,0,6,52,0,6,52,0,6,52,0,6,52,0,7,45,1,7,49,1,7,50,1
White women+,7,17,0,7,19,0,7,17,0,7,18,0,7,17,0,7,17,0,7,19,0,7,26,1,7,21,1
White men+,12,26,0,12,26,0,12,28,0,12,26,0,12,26,0,12,26,0,12,25,0,12,29,0,12,22,1
Hispanic women,6,12,0,6,12,1,6,12,1,6,12,1,6,12,1,8,8,1,6,14,1,6,15,1,7,8,1
White men+,8,28,0,8,31,0,8,28,0,8,29,0,8,28,0,8,28,0,8,33,0,8,34,0,8,29,0
Black women,7,6,0,7,6,0,7,7,0,7,7,0,7,6,0,4,15,-1,7,7,0,7,5,0,7,5,1
White men+,6,53,0,6,52,0,6,53,0,8,30,1,6,53,0,6,53,0,6,54,0,6,42,0,7,51,1
White women+,2,50,0,5,44,1,2,50,0,2,50,0,2,50,0,2,50,0,2,46,0,3,24,1,2,50,1
White men+,12,27,0,12,27,0,12,29,0,12,27,0,12,27,0,12,27,0,12,26,0,12,30,0,12,23,0
White men+,14,13,0,14,13,0,14,13,0,14,14,0,14,13,0,14,13,0,14,14,0,14,13,0,14,17,1
Hispanic men,6,17,0,6,18,0,6,16,0,6,16,0,6,17,0,8,4,1,6,14,1,7,14,1,6,12,1
Hispanic men,6,18,0,6,19,0,6,17,0,6,17,0,6,18,0,11,6,1,6,15,0,7,15,1,6,13,1
White men+,10,28,0,10,28,0,10,27,0,10,27,0,10,28,0,10,28,0,10,28,0,10,31,0,10,26,1
White men+,13,14,0,13,16,0,13,14,0,13,13,0,13,14,0,13,14,0,13,14,0,13,14,0,13,18,0
White women+,11,17,0,11,17,0,11,18,0,11,17,0,11,17,0,11,17,0,11,18,0,11,18,0,11,21,0
Hispanic women,4,11,0,4,11,0,4,10,0,4,13,0,4,11,0,6,9,1,5,10,1,5,11,1,4,11,1
Hispanic women,4,12,0,4,12,0,4,11,0,4,14,0,4,12,0,3,10,-1,4,10,1,4,10,0,4,12,0
Hispanic women,4,13,0,4,13,0,4,12,0,4,15,0,4,13,0,3,11,-1,4,11,1,4,11,0,4,13,0
Hispanic women,4,14,0,4,14,0,4,13,0,4,16,0,4,14,0,5,9,1,4,12,0,4,12,1,4,14,0
White women+,4,58,0,7,20,1,4,56,0,4,55,0,4,58,0,4,58,0,4,53,0,4,53,1,4,54,1
White men+,17,6,0,17,6,0,17,8,0,17,6,0,17,6,0,17,6,0,17,7,0,17,6,0,17,5,0
Hispanic men,6,19,0,9,3,1,6,18,0,6,18,0,6,19,0,7,10,1,6,16,1,6,11,1,6,14,1
White women+,8,19,0,8,20,0,8,19,0,8,19,0,8,19,0,8,19,0,9,27,1,8,21,0,8,17,0
White women+,6,45,0,6,46,0,6,45,0,6,49,0,6,45,0,6,45,0,6,47,1,6,40,1,6,43,1
White women+,11,18,0,11,18,0,11,19,0,11,18,0,11,18,0,11,18,0,11,19,0,11,19,0,11,22,0
Hispanic men,4,8,0,6,20,1,4,8,0,4,8,0,4,8,0,7,11,1,4,8,1,4,9,0,4,9,1
Hispanic women,2,9,0,7,8,1,2,9,0,2,9,0,2,9,0,3,12,1,2,8,0,2,6,1,2,7,1
Hispanic women,1,7,0,1,4,1,1,7,1,1,7,1,1,7,1,2,11,1,1,7,1,1,7,1,1,7,1
White women+,6,46,0,6,47,0,6,46,0,6,50,0,6,46,0,6,46,0,6,48,1,6,41,0,6,44,0
White women+,4,59,0,4,62,0,4,57,0,4,56,0,4,59,0,4,59,0,4,54,0,4,54,1,4,55,1
White men+,3,18,0,3,17,0,3,18,0,3,18,0,3,18,0,3,18,0,3,17,0,4,20,1,3,14,1
White men+,5,36,0,5,34,0,5,36,0,5,36,0,5,36,0,5,36,0,5,25,0,5,32,0,6,44,1
Hispanic women,3,22,0,3,25,1,3,22,1,3,18,1,3,22,1,4,19,1,3,20,1,3,22,1,3,23,1
Black men,4,15,0,4,15,0,4,15,0,4,12,0,4,17,1,8,17,1,4,12,1,4,17,0,4,14,0
White men+,9,31,0,9,30,0,9,30,0,9,34,0,9,31,0,9,31,0,9,31,1,9,35,0,10,27,1
Black women,2,16,0,4,29,1,2,16,0,2,16,0,2,16,0,2,15,-1,2,14,1,2,15,1,2,16,0
Hispanic women,3,23,0,3,26,0,7,8,1,3,19,0,3,23,0,5,10,1,3,21,1,3,23,0,3,24,0
Hispanic men,6,20,0,6,21,0,6,19,0,6,19,0,6,20,0,8,5,1,6,17,1,6,12,0,6,15,1
Hispanic men,2,4,0,2,4,0,2,4,0,2,4,0,2,4,0,2,3,1,2,3,-1,2,2,0,2,3,0
Hispanic women,13,1,0,13,1,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1,1,13,1,1
Hispanic men,3,6,0,3,5,0,3,6,0,3,6,0,3,6,0,2,4,-1,3,7,-1,3,7,1,3,6,1
Black men,4,16,0,4,16,0,4,16,0,4,13,0,4,18,1,8,18,1,4,13,1,4,18,1,4,15,1
Hispanic men,11,7,0,11,7,0,11,7,0,11,7,0,11,7,0,14,3,1,11,8,1,11,7,0,11,6,0
Hispanic women,6,13,0,6,13,0,6,13,0,6,13,0,6,13,0,7,9,1,6,15,0,6,16,0,6,13,0
White women+,4,60,0,4,63,0,4,58,0,4,57,0,4,60,0,4,60,0,4,55,0,4,55,1,4,56,1
White women+,7,18,0,7,21,0,7,18,0,7,19,0,7,18,0,7,18,0,7,20,0,7,27,0,7,22,1
White men+,6,54,0,6,53,0,6,54,0,6,53,0,6,54,0,6,54,0,6,55,0,6,43,0,6,45,0
White women+,11,19,0,11,19,0,11,20,0,11,19,0,11,19,0,11,19,0,11,20,0,11,20,0,11,23,0
Black men,8,4,0,8,5,0,8,4,0,8,5,0,8,4,1,14,6,1,8,4,0,9,5,1,8,4,0
White men+,6,55,0,6,54,0,6,55,0,6,54,0,6,55,0,6,55,0,7,46,1,7,50,1,6,46,1
Hispanic men,11,8,0,11,8,0,11,8,0,11,8,0,11,8,0,13,9,1,11,9,0,11,8,1,11,7,0
Hispanic women,4,15,0,4,15,0,4,14,0,4,17,0,4,15,0,5,11,1,4,13,0,4,13,0,4,15,0
Black women,3,20,0,3,18,0,3,20,0,5,18,1,3,20,0,4,16,1,4,28,1,3,17,0,4,27,1
Black women,3,21,0,3,19,0,3,21,0,3,17,0,3,21,0,3,17,-1,4,29,1,3,18,0,3,18,0
Hispanic women,14,1,0,14,1,1,14,1,1,14,1,1,14,1,1,14,1,1,14,1,1,14,1,1,14,1,1
Hispanic women,9,5,0,9,5,1,9,5,1,9,5,1,9,5,1,11,4,1,9,5,1,9,4,1,9,5,1
Black men,3,30,0,3,28,0,3,30,0,3,27,0,3,29,1,7,17,1,4,14,1,4,19,1,3,32,1
Hispanic women,8,2,0,8,2,1,8,3,1,8,2,1,8,2,1,9,4,1,8,3,1,8,4,1,8,2,1
Hispanic men,7,10,0,7,10,0,14,2,1,7,10,0,7,10,0,9,9,1,7,13,1,7,16,0,7,12,1
Hispanic women,3,24,0,8,3,1,3,23,1,3,20,1,3,24,1,3,13,1,3,22,1,3,24,1,3,25,1
White men+,8,29,0,8,32,0,8,29,0,8,31,0,8,29,0,8,29,0,8,34,0,9,36,1,8,30,1
Hispanic women,7,8,0,7,9,0,7,9,0,7,9,0,7,8,0,8,9,1,7,9,0,7,6,0,7,9,0
White men+,14,14,0,14,14,0,14,14,0,14,15,0,14,14,0,14,14,0,14,15,0,14,14,0,14,18,0
Hispanic women,1,8,0,1,5,0,1,8,0,1,8,0,1,8,0,2,12,1,1,8,1,1,8,0,1,8,0
Hispanic men,5,6,0,5,6,0,5,6,0,5,6,0,5,6,0,8,6,1,5,6,1,5,5,0,5,5,1
Hispanic men,5,7,0,5,7,0,5,7,0,5,7,0,5,7,0,8,7,1,5,7,1,5,6,0,5,6,1
Hispanic men,12,2,0,12,2,0,12,2,0,12,2,0,12,2,0,13,10,1,12,2,1,12,2,0,12,3,0
Hispanic men,2,5,0,2,5,0,2,5,0,5,8,1,2,5,0,4,7,1,2,4,1,2,3,1,2,4,1
White women+,4,61,0,4,64,0,4,59,0,4,58,0,4,61,0,4,61,0,4,56,1,4,56,0,4,57,0
Hispanic men,6,21,0,6,22,0,6,20,0,6,20,0,6,21,0,7,12,1,6,18,0,7,17,1,6,16,1
Hispanic men,9,3,0,9,4,0,9,3,0,9,4,0,9,3,0,10,9,1,9,4,-1,9,5,0,9,2,0
